72036 silly lifecycle is-date-object@1.0.1~preinstall: no script for preinstall, continuing
76024 silly build is-property@1.0.2
76025 info linkStuff is-property@1.0.2
76026 silly linkStuff is-property@1.0.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76027 silly linkStuff is-property@1.0.2 is part of a global install
76028 silly linkStuff is-property@1.0.2 is installed into a global node_modules
76029 verbose linkBins is-property@1.0.2
76030 verbose linkMans is-property@1.0.2
76031 silly build generate-object-property@1.2.0
76032 info linkStuff generate-object-property@1.2.0
76033 silly linkStuff generate-object-property@1.2.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76034 silly linkStuff generate-object-property@1.2.0 is part of a global install
76035 silly linkStuff generate-object-property@1.2.0 is installed into a global node_modules
76036 verbose linkBins generate-object-property@1.2.0
76037 verbose linkMans generate-object-property@1.2.0
76038 silly build is-regex@1.0.3
76039 info linkStuff is-regex@1.0.3
76040 silly linkStuff is-regex@1.0.3 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76041 silly linkStuff is-regex@1.0.3 is part of a global install
76042 silly linkStuff is-regex@1.0.3 is installed into a global node_modules
76043 verbose linkBins is-regex@1.0.3
76044 verbose linkMans is-regex@1.0.3
76045 silly build is-stream@1.1.0
76046 info linkStuff is-stream@1.1.0
76047 silly linkStuff is-stream@1.1.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76048 silly linkStuff is-stream@1.1.0 is part of a global install
76049 silly linkStuff is-stream@1.1.0 is installed into a global node_modules
76050 verbose linkBins is-stream@1.1.0
76051 verbose linkMans is-stream@1.1.0
76052 silly build is-string@1.0.4
76053 info linkStuff is-string@1.0.4
76054 silly linkStuff is-string@1.0.4 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76055 silly linkStuff is-string@1.0.4 is part of a global install
76056 silly linkStuff is-string@1.0.4 is installed into a global node_modules
76057 verbose linkBins is-string@1.0.4
76058 verbose linkMans is-string@1.0.4
76059 silly build is-svg@2.0.1
76060 info linkStuff is-svg@2.0.1
76061 silly linkStuff is-svg@2.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76062 silly linkStuff is-svg@2.0.1 is part of a global install
76063 silly linkStuff is-svg@2.0.1 is installed into a global node_modules
76064 verbose linkBins is-svg@2.0.1
76065 verbose linkMans is-svg@2.0.1
76066 silly build is-symbol@1.0.1
76067 info linkStuff is-symbol@1.0.1
76068 silly linkStuff is-symbol@1.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76069 silly linkStuff is-symbol@1.0.1 is part of a global install
76070 silly linkStuff is-symbol@1.0.1 is installed into a global node_modules
76071 verbose linkBins is-symbol@1.0.1
76072 verbose linkMans is-symbol@1.0.1
76073 silly build es-to-primitive@1.1.1
76074 info linkStuff es-to-primitive@1.1.1
76075 silly linkStuff es-to-primitive@1.1.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76076 silly linkStuff es-to-primitive@1.1.1 is part of a global install
76077 silly linkStuff es-to-primitive@1.1.1 is installed into a global node_modules
76078 verbose linkBins es-to-primitive@1.1.1
76079 verbose linkMans es-to-primitive@1.1.1
76080 silly build es-abstract@1.5.1
76081 info linkStuff es-abstract@1.5.1
76082 silly linkStuff es-abstract@1.5.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76083 silly linkStuff es-abstract@1.5.1 is part of a global install
76084 silly linkStuff es-abstract@1.5.1 is installed into a global node_modules
76085 verbose linkBins es-abstract@1.5.1
76086 verbose linkMans es-abstract@1.5.1
76087 silly build is-typedarray@1.0.0
76088 info linkStuff is-typedarray@1.0.0
76089 silly linkStuff is-typedarray@1.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76090 silly linkStuff is-typedarray@1.0.0 is part of a global install
76091 silly linkStuff is-typedarray@1.0.0 is installed into a global node_modules
76092 verbose linkBins is-typedarray@1.0.0
76093 verbose linkMans is-typedarray@1.0.0
76094 silly build is-utf8@0.2.1
76095 info linkStuff is-utf8@0.2.1
76096 silly linkStuff is-utf8@0.2.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76097 silly linkStuff is-utf8@0.2.1 is part of a global install
76098 silly linkStuff is-utf8@0.2.1 is installed into a global node_modules
76099 verbose linkBins is-utf8@0.2.1
76100 verbose linkMans is-utf8@0.2.1
76101 silly build isarray@1.0.0
76102 info linkStuff isarray@1.0.0
76103 silly linkStuff isarray@1.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76104 silly linkStuff isarray@1.0.0 is part of a global install
76105 silly linkStuff isarray@1.0.0 is installed into a global node_modules
76106 verbose linkBins isarray@1.0.0
76107 verbose linkMans isarray@1.0.0
76108 silly build buffer@3.6.0
76109 info linkStuff buffer@3.6.0
76110 silly linkStuff buffer@3.6.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76111 silly linkStuff buffer@3.6.0 is part of a global install
76112 silly linkStuff buffer@3.6.0 is installed into a global node_modules
76113 verbose linkBins buffer@3.6.0
76114 verbose linkMans buffer@3.6.0
76115 silly build isbinaryfile@3.0.0
76116 info linkStuff isbinaryfile@3.0.0
76117 silly linkStuff isbinaryfile@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76118 silly linkStuff isbinaryfile@3.0.0 is part of a global install
76119 silly linkStuff isbinaryfile@3.0.0 is installed into a global node_modules
76120 verbose linkBins isbinaryfile@3.0.0
76121 verbose linkMans isbinaryfile@3.0.0
76122 silly build isexe@1.1.2
76123 info linkStuff isexe@1.1.2
76124 silly linkStuff isexe@1.1.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76125 silly linkStuff isexe@1.1.2 is part of a global install
76126 silly linkStuff isexe@1.1.2 is installed into a global node_modules
76127 verbose linkBins isexe@1.1.2
76128 verbose linkMans isexe@1.1.2
76129 silly build isobject@2.1.0
76130 info linkStuff isobject@2.1.0
76131 silly linkStuff isobject@2.1.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76132 silly linkStuff isobject@2.1.0 is part of a global install
76133 silly linkStuff isobject@2.1.0 is installed into a global node_modules
76134 verbose linkBins isobject@2.1.0
76135 verbose linkMans isobject@2.1.0
76136 silly build esprima@2.7.2
76137 info linkStuff esprima@2.7.2
76138 silly linkStuff esprima@2.7.2 has /usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules as its parent node_modules
76139 silly linkStuff esprima@2.7.2 is part of a global install
76140 silly linkStuff esprima@2.7.2 is installed into a global node_modules
76141 verbose linkBins esprima@2.7.2
76142 verbose link bins [ { esparse: './bin/esparse.js',
76142 verbose link bins     esvalidate: './bin/esvalidate.js' },
76142 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules/.bin',
76142 verbose link bins   false ]
76143 verbose linkMans esprima@2.7.2
76144 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules/.bin/esvalidate is being purged
76145 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules/.bin/esvalidate
76146 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules/.bin/esparse is being purged
76147 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/isparta/node_modules/.bin/esparse
76148 silly build isstream@0.1.2
76149 info linkStuff isstream@0.1.2
76150 silly linkStuff isstream@0.1.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76151 silly linkStuff isstream@0.1.2 is part of a global install
76152 silly linkStuff isstream@0.1.2 is installed into a global node_modules
76153 verbose linkBins isstream@0.1.2
76154 verbose linkMans isstream@0.1.2
76155 silly build esprima@2.7.2
76156 info linkStuff esprima@2.7.2
76157 silly linkStuff esprima@2.7.2 has /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules as its parent node_modules
76158 silly linkStuff esprima@2.7.2 is part of a global install
76159 silly linkStuff esprima@2.7.2 is installed into a global node_modules
76160 verbose linkBins esprima@2.7.2
76161 verbose link bins [ { esparse: './bin/esparse.js',
76161 verbose link bins     esvalidate: './bin/esvalidate.js' },
76161 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/.bin',
76161 verbose link bins   false ]
76162 verbose linkMans esprima@2.7.2
76163 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/.bin/esparse is being purged
76164 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/.bin/esparse
76165 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/.bin/esvalidate is being purged
76166 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules/.bin/esvalidate
76167 silly build wordwrap@1.0.0
76168 info linkStuff wordwrap@1.0.0
76169 silly linkStuff wordwrap@1.0.0 has /usr/local/lib/node_modules/nwb/node_modules/istanbul/node_modules as its parent node_modules
76170 silly linkStuff wordwrap@1.0.0 is part of a global install
76171 silly linkStuff wordwrap@1.0.0 is installed into a global node_modules
76172 verbose linkBins wordwrap@1.0.0
76173 verbose linkMans wordwrap@1.0.0
76174 silly build commander@0.6.1
76175 info linkStuff commander@0.6.1
76176 silly linkStuff commander@0.6.1 has /usr/local/lib/node_modules/nwb/node_modules/jade/node_modules as its parent node_modules
76177 silly linkStuff commander@0.6.1 is part of a global install
76178 silly linkStuff commander@0.6.1 is installed into a global node_modules
76179 verbose linkBins commander@0.6.1
76180 verbose linkMans commander@0.6.1
76181 silly build mkdirp@0.3.0
76182 info linkStuff mkdirp@0.3.0
76183 silly linkStuff mkdirp@0.3.0 has /usr/local/lib/node_modules/nwb/node_modules/jade/node_modules as its parent node_modules
76184 silly linkStuff mkdirp@0.3.0 is part of a global install
76185 silly linkStuff mkdirp@0.3.0 is installed into a global node_modules
76186 verbose linkBins mkdirp@0.3.0
76187 verbose linkMans mkdirp@0.3.0
76188 silly build jade@0.26.3
76189 info linkStuff jade@0.26.3
76190 silly linkStuff jade@0.26.3 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76191 silly linkStuff jade@0.26.3 is part of a global install
76192 silly linkStuff jade@0.26.3 is installed into a global node_modules
76193 verbose linkBins jade@0.26.3
76194 verbose link bins [ { jade: './bin/jade' },
76194 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/.bin',
76194 verbose link bins   false ]
76195 verbose linkMans jade@0.26.3
76196 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/.bin/jade is being purged
76197 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/.bin/jade
76198 silly build js-base64@2.1.9
76199 info linkStuff js-base64@2.1.9
76200 silly linkStuff js-base64@2.1.9 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76201 silly linkStuff js-base64@2.1.9 is part of a global install
76202 silly linkStuff js-base64@2.1.9 is installed into a global node_modules
76203 verbose linkBins js-base64@2.1.9
76204 verbose linkMans js-base64@2.1.9
76205 silly build js-tokens@1.0.1
76206 info linkStuff js-tokens@1.0.1
76207 silly linkStuff js-tokens@1.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76208 silly linkStuff js-tokens@1.0.1 is part of a global install
76209 silly linkStuff js-tokens@1.0.1 is installed into a global node_modules
76210 verbose linkBins js-tokens@1.0.1
76211 verbose linkMans js-tokens@1.0.1
76212 silly build esprima@2.7.2
76213 info linkStuff esprima@2.7.2
76214 silly linkStuff esprima@2.7.2 has /usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules as its parent node_modules
76215 silly linkStuff esprima@2.7.2 is part of a global install
76216 silly linkStuff esprima@2.7.2 is installed into a global node_modules
76217 verbose linkBins esprima@2.7.2
76218 verbose link bins [ { esparse: './bin/esparse.js',
76218 verbose link bins     esvalidate: './bin/esvalidate.js' },
76218 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules/.bin',
76218 verbose link bins   false ]
76219 verbose linkMans esprima@2.7.2
76220 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules/.bin/esparse is being purged
76221 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules/.bin/esparse
76222 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules/.bin/esvalidate is being purged
76223 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/js-yaml/node_modules/.bin/esvalidate
76224 silly build jsbn@0.1.0
76225 info linkStuff jsbn@0.1.0
76226 silly linkStuff jsbn@0.1.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76227 silly linkStuff jsbn@0.1.0 is part of a global install
76228 silly linkStuff jsbn@0.1.0 is installed into a global node_modules
76229 verbose linkBins jsbn@0.1.0
76230 verbose linkMans jsbn@0.1.0
76231 silly build jodid25519@1.0.2
76232 info linkStuff jodid25519@1.0.2
76233 silly linkStuff jodid25519@1.0.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76234 silly linkStuff jodid25519@1.0.2 is part of a global install
76235 silly linkStuff jodid25519@1.0.2 is installed into a global node_modules
76236 verbose linkBins jodid25519@1.0.2
76237 verbose linkMans jodid25519@1.0.2
76238 silly build ecc-jsbn@0.1.1
76239 info linkStuff ecc-jsbn@0.1.1
76240 silly linkStuff ecc-jsbn@0.1.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76241 silly linkStuff ecc-jsbn@0.1.1 is part of a global install
76242 silly linkStuff ecc-jsbn@0.1.1 is installed into a global node_modules
76243 verbose linkBins ecc-jsbn@0.1.1
76244 verbose linkMans ecc-jsbn@0.1.1
76245 silly build jsesc@0.5.0
76246 info linkStuff jsesc@0.5.0
76247 silly linkStuff jsesc@0.5.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76248 silly linkStuff jsesc@0.5.0 is part of a global install
76249 silly linkStuff jsesc@0.5.0 is installed into a global node_modules
76250 verbose linkBins jsesc@0.5.0
76251 verbose link bins [ { jsesc: 'bin/jsesc' },
76251 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/.bin',
76251 verbose link bins   false ]
76252 verbose linkMans jsesc@0.5.0
76253 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/.bin/jsesc is being purged
76254 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/.bin/jsesc
76255 silly build json-loader@0.5.4
76256 info linkStuff json-loader@0.5.4
76257 silly linkStuff json-loader@0.5.4 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76258 silly linkStuff json-loader@0.5.4 is part of a global install
76259 silly linkStuff json-loader@0.5.4 is installed into a global node_modules
76260 verbose linkBins json-loader@0.5.4
76261 verbose linkMans json-loader@0.5.4
76262 silly build json-schema@0.2.2
76263 info linkStuff json-schema@0.2.2
76264 silly linkStuff json-schema@0.2.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76265 silly linkStuff json-schema@0.2.2 is part of a global install
76266 silly linkStuff json-schema@0.2.2 is installed into a global node_modules
76267 verbose linkBins json-schema@0.2.2
76268 verbose linkMans json-schema@0.2.2
76269 silly build json-stringify-safe@5.0.1
76270 info linkStuff json-stringify-safe@5.0.1
76271 silly linkStuff json-stringify-safe@5.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76272 silly linkStuff json-stringify-safe@5.0.1 is part of a global install
76273 silly linkStuff json-stringify-safe@5.0.1 is installed into a global node_modules
76274 verbose linkBins json-stringify-safe@5.0.1
76275 verbose linkMans json-stringify-safe@5.0.1
76276 silly build json3@3.2.6
76277 info linkStuff json3@3.2.6
76278 silly linkStuff json3@3.2.6 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76279 silly linkStuff json3@3.2.6 is part of a global install
76280 silly linkStuff json3@3.2.6 is installed into a global node_modules
76281 verbose linkBins json3@3.2.6
76282 verbose linkMans json3@3.2.6
76283 silly build json5@0.4.0
76284 info linkStuff json5@0.4.0
76285 silly linkStuff json5@0.4.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76286 silly linkStuff json5@0.4.0 is part of a global install
76287 silly linkStuff json5@0.4.0 is installed into a global node_modules
76288 verbose linkBins json5@0.4.0
76289 verbose link bins [ { json5: 'lib/cli.js' },
76289 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/.bin',
76289 verbose link bins   false ]
76290 verbose linkMans json5@0.4.0
76291 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/.bin/json5 is being purged
76292 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/.bin/json5
76293 silly build jsonfile@2.3.1
76294 info linkStuff jsonfile@2.3.1
76295 silly linkStuff jsonfile@2.3.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76296 silly linkStuff jsonfile@2.3.1 is part of a global install
76297 silly linkStuff jsonfile@2.3.1 is installed into a global node_modules
76298 verbose linkBins jsonfile@2.3.1
76299 verbose linkMans jsonfile@2.3.1
76300 silly build jsonpointer@2.0.0
76301 info linkStuff jsonpointer@2.0.0
76302 silly linkStuff jsonpointer@2.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76303 silly linkStuff jsonpointer@2.0.0 is part of a global install
76304 silly linkStuff jsonpointer@2.0.0 is installed into a global node_modules
76305 verbose linkBins jsonpointer@2.0.0
76306 verbose linkMans jsonpointer@2.0.0
76307 silly build minimatch@3.0.2
76308 info linkStuff minimatch@3.0.2
76309 silly linkStuff minimatch@3.0.2 has /usr/local/lib/node_modules/nwb/node_modules/karma-coverage/node_modules as its parent node_modules
76310 silly linkStuff minimatch@3.0.2 is part of a global install
76311 silly linkStuff minimatch@3.0.2 is installed into a global node_modules
76312 verbose linkBins minimatch@3.0.2
76313 verbose linkMans minimatch@3.0.2
76314 silly build karma-mocha@1.0.1
76315 info linkStuff karma-mocha@1.0.1
76316 silly linkStuff karma-mocha@1.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76317 silly linkStuff karma-mocha@1.0.1 is part of a global install
76318 silly linkStuff karma-mocha@1.0.1 is installed into a global node_modules
76319 verbose linkBins karma-mocha@1.0.1
76320 verbose linkMans karma-mocha@1.0.1
76321 silly build lodash@4.13.1
76322 info linkStuff lodash@4.13.1
76323 silly linkStuff lodash@4.13.1 has /usr/local/lib/node_modules/nwb/node_modules/karma-phantomjs-launcher/node_modules as its parent node_modules
76324 silly linkStuff lodash@4.13.1 is part of a global install
76325 silly linkStuff lodash@4.13.1 is installed into a global node_modules
76326 verbose linkBins lodash@4.13.1
76327 verbose linkMans lodash@4.13.1
76328 silly build karma-phantomjs-launcher@1.0.0
76329 info linkStuff karma-phantomjs-launcher@1.0.0
76330 silly linkStuff karma-phantomjs-launcher@1.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76331 silly linkStuff karma-phantomjs-launcher@1.0.0 is part of a global install
76332 silly linkStuff karma-phantomjs-launcher@1.0.0 is installed into a global node_modules
76333 verbose linkBins karma-phantomjs-launcher@1.0.0
76334 verbose linkMans karma-phantomjs-launcher@1.0.0
76335 silly build karma-sourcemap-loader@0.3.7
76336 info linkStuff karma-sourcemap-loader@0.3.7
76337 silly linkStuff karma-sourcemap-loader@0.3.7 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76338 silly linkStuff karma-sourcemap-loader@0.3.7 is part of a global install
76339 silly linkStuff karma-sourcemap-loader@0.3.7 is installed into a global node_modules
76340 verbose linkBins karma-sourcemap-loader@0.3.7
76341 verbose linkMans karma-sourcemap-loader@0.3.7
76342 silly build async@0.9.2
76343 info linkStuff async@0.9.2
76344 silly linkStuff async@0.9.2 has /usr/local/lib/node_modules/nwb/node_modules/karma-webpack/node_modules as its parent node_modules
76345 silly linkStuff async@0.9.2 is part of a global install
76346 silly linkStuff async@0.9.2 is installed into a global node_modules
76347 verbose linkBins async@0.9.2
76348 verbose linkMans async@0.9.2
76349 silly build source-map@0.1.43
76350 info linkStuff source-map@0.1.43
76351 silly linkStuff source-map@0.1.43 has /usr/local/lib/node_modules/nwb/node_modules/karma-webpack/node_modules as its parent node_modules
76352 silly linkStuff source-map@0.1.43 is part of a global install
76353 silly linkStuff source-map@0.1.43 is installed into a global node_modules
76354 verbose linkBins source-map@0.1.43
76355 verbose linkMans source-map@0.1.43
76356 silly build core-js@2.4.0
76357 info linkStuff core-js@2.4.0
76358 silly linkStuff core-js@2.4.0 has /usr/local/lib/node_modules/nwb/node_modules/karma/node_modules as its parent node_modules
76359 silly linkStuff core-js@2.4.0 is part of a global install
76360 silly linkStuff core-js@2.4.0 is installed into a global node_modules
76361 verbose linkBins core-js@2.4.0
76362 verbose linkMans core-js@2.4.0
76363 silly build minimatch@3.0.2
76364 info linkStuff minimatch@3.0.2
76365 silly linkStuff minimatch@3.0.2 has /usr/local/lib/node_modules/nwb/node_modules/karma/node_modules as its parent node_modules
76366 silly linkStuff minimatch@3.0.2 is part of a global install
76367 silly linkStuff minimatch@3.0.2 is installed into a global node_modules
76368 verbose linkBins minimatch@3.0.2
76369 verbose linkMans minimatch@3.0.2
76370 silly build kew@0.7.0
76371 info linkStuff kew@0.7.0
76372 silly linkStuff kew@0.7.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76373 silly linkStuff kew@0.7.0 is part of a global install
76374 silly linkStuff kew@0.7.0 is installed into a global node_modules
76375 verbose linkBins kew@0.7.0
76376 verbose linkMans kew@0.7.0
76377 silly build kind-of@3.0.3
76378 info linkStuff kind-of@3.0.3
76379 silly linkStuff kind-of@3.0.3 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76380 silly linkStuff kind-of@3.0.3 is part of a global install
76381 silly linkStuff kind-of@3.0.3 is installed into a global node_modules
76382 verbose linkBins kind-of@3.0.3
76383 verbose linkMans kind-of@3.0.3
76384 silly build is-number@2.1.0
76385 info linkStuff is-number@2.1.0
76386 silly linkStuff is-number@2.1.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76387 silly linkStuff is-number@2.1.0 is part of a global install
76388 silly linkStuff is-number@2.1.0 is installed into a global node_modules
76389 verbose linkBins is-number@2.1.0
76390 verbose linkMans is-number@2.1.0
76391 silly build klaw@1.3.0
76392 info linkStuff klaw@1.3.0
76393 silly linkStuff klaw@1.3.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76394 silly linkStuff klaw@1.3.0 is part of a global install
76395 silly linkStuff klaw@1.3.0 is installed into a global node_modules
76396 verbose linkBins klaw@1.3.0
76397 verbose linkMans klaw@1.3.0
76398 silly build lazy-cache@1.0.4
76399 info linkStuff lazy-cache@1.0.4
76400 silly linkStuff lazy-cache@1.0.4 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76401 silly linkStuff lazy-cache@1.0.4 is part of a global install
76402 silly linkStuff lazy-cache@1.0.4 is installed into a global node_modules
76403 verbose linkBins lazy-cache@1.0.4
76404 verbose linkMans lazy-cache@1.0.4
76405 silly build lcid@1.0.0
76406 info linkStuff lcid@1.0.0
76407 silly linkStuff lcid@1.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76408 silly linkStuff lcid@1.0.0 is part of a global install
76409 silly linkStuff lcid@1.0.0 is installed into a global node_modules
76410 verbose linkBins lcid@1.0.0
76411 verbose linkMans lcid@1.0.0
76412 silly build leven@1.0.2
76413 info linkStuff leven@1.0.2
76414 silly linkStuff leven@1.0.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76415 silly linkStuff leven@1.0.2 is part of a global install
76416 silly linkStuff leven@1.0.2 is installed into a global node_modules
76417 verbose linkBins leven@1.0.2
76418 verbose link bins [ { leven: 'cli.js' },
76418 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/.bin',
76418 verbose link bins   false ]
76419 verbose linkMans leven@1.0.2
76420 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/.bin/leven is being purged
76421 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/.bin/leven
76422 silly build babel-plugin-undeclared-variables-check@1.0.2
76423 info linkStuff babel-plugin-undeclared-variables-check@1.0.2
76424 silly linkStuff babel-plugin-undeclared-variables-check@1.0.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76425 silly linkStuff babel-plugin-undeclared-variables-check@1.0.2 is part of a global install
76426 silly linkStuff babel-plugin-undeclared-variables-check@1.0.2 is installed into a global node_modules
76427 verbose linkBins babel-plugin-undeclared-variables-check@1.0.2
76428 verbose linkMans babel-plugin-undeclared-variables-check@1.0.2
76429 silly build json5@0.5.0
76430 info linkStuff json5@0.5.0
76431 silly linkStuff json5@0.5.0 has /usr/local/lib/node_modules/nwb/node_modules/loader-utils/node_modules as its parent node_modules
76432 silly linkStuff json5@0.5.0 is part of a global install
76433 silly linkStuff json5@0.5.0 is installed into a global node_modules
76434 verbose linkBins json5@0.5.0
76435 verbose link bins [ { json5: 'lib/cli.js' },
76435 verbose link bins   '/usr/local/lib/node_modules/nwb/node_modules/loader-utils/node_modules/.bin',
76435 verbose link bins   false ]
76436 verbose linkMans json5@0.5.0
76437 silly gentlyRm /usr/local/lib/node_modules/nwb/node_modules/loader-utils/node_modules/.bin/json5 is being purged
76438 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/nwb/node_modules/loader-utils/node_modules/.bin/json5
76439 silly build lodash@3.10.1
76440 info linkStuff lodash@3.10.1
76441 silly linkStuff lodash@3.10.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76442 silly linkStuff lodash@3.10.1 is part of a global install
76443 silly linkStuff lodash@3.10.1 is installed into a global node_modules
76444 verbose linkBins lodash@3.10.1
76445 verbose linkMans lodash@3.10.1
76446 silly build babel-plugin-proto-to-assign@1.0.4
76447 info linkStuff babel-plugin-proto-to-assign@1.0.4
76448 silly linkStuff babel-plugin-proto-to-assign@1.0.4 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76449 silly linkStuff babel-plugin-proto-to-assign@1.0.4 is part of a global install
76450 silly linkStuff babel-plugin-proto-to-assign@1.0.4 is installed into a global node_modules
76451 verbose linkBins babel-plugin-proto-to-assign@1.0.4
76452 verbose linkMans babel-plugin-proto-to-assign@1.0.4
76453 silly build lodash._arraycopy@3.0.0
76454 info linkStuff lodash._arraycopy@3.0.0
76455 silly linkStuff lodash._arraycopy@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76456 silly linkStuff lodash._arraycopy@3.0.0 is part of a global install
76457 silly linkStuff lodash._arraycopy@3.0.0 is installed into a global node_modules
76458 verbose linkBins lodash._arraycopy@3.0.0
76459 verbose linkMans lodash._arraycopy@3.0.0
76460 silly build lodash._arrayeach@3.0.0
76461 info linkStuff lodash._arrayeach@3.0.0
76462 silly linkStuff lodash._arrayeach@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76463 silly linkStuff lodash._arrayeach@3.0.0 is part of a global install
76464 silly linkStuff lodash._arrayeach@3.0.0 is installed into a global node_modules
76465 verbose linkBins lodash._arrayeach@3.0.0
76466 verbose linkMans lodash._arrayeach@3.0.0
76467 silly build lodash._basecopy@3.0.1
76468 info linkStuff lodash._basecopy@3.0.1
76469 silly linkStuff lodash._basecopy@3.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76470 silly linkStuff lodash._basecopy@3.0.1 is part of a global install
76471 silly linkStuff lodash._basecopy@3.0.1 is installed into a global node_modules
